name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
PUF,6,4,1,29,33,4867.04,295.26,NA,0,,,
PUG,5,4,2,26,79,5369.75,2946.55,NA,8715,Midnight X,81,Gold
PVB,7,4,1,29,26,372.08,381.47,NA,10140,In Memory of the Fallen,81,Platinum
PVC,7,4,1,28,26,2221.29,110.76,NA,0,,,
PVD,2,4,2,28,118,3721.67,1496,NA,0,,,
PVE,1,3,2,15,113,2538.58,1863.75,NA,12094,Nuclear Fusion,79,Diamond
PVF,7,3,1,19,23,5842.38,129.83,NA,7818,The Box,100,Bronze
PVG,2,2,2,6,84,4162,2500,NA,21368,Escensio Incursus,99,Diamond
PWB,7,3,1,16,23,31.58,823.29,NA,0,,,
PWC,7,2,2,8,38,2034.33,142.67,Westworld,8400,Lingering Insanity,65,Diamond
PWD,6,2,2,9,47,5846.58,1554.39,NA,0,,,
PWE,2,2,2,6,84,2347,1758.33,NA,0,,,
PWF,6,4,1,28,33,2088.66,379.83,Westworld,21234,Underground Nation,80,Platinum
PWG,4,3,2,15,79,5008,2661.98,NA,0,,,
PXB,5,2,2,8,56,1131.06,2775.47,NA,0,,,
PXC,6,3,2,19,56,2938.33,329.69,NA,6924,JFR,92,Unranked
PXD,2,3,2,15,101,3002.36,1524.67,NS,42125,ODB,95,Diamond
PXE,4,2,2,7,66,1474,2158.34,NA,0,,,
PXF,5,2,1,11,28,1603.21,607.42,NA,0,,,
PXG,3,5,2,29,120,4546.33,2678.75,NA,0,,,
PYB,5,3,2,16,68,881.33,2703.33,NA,9745,Emergency Room,84,Gold
PYC,6,3,2,14,56,4616,403.96,NA,0,,,
PYD,2,3,2,20,101,4043.33,1570.64,NA,7049,39th Street Healers,96,Platinum
PYE,4,2,1,6,33,1519,2082.33,NA,0,,,
PYF,5,4,1,24,39,2692.11,542.3,NA,0,,,
PYG,5,2,2,8,56,5212.71,2717.71,NA,8715,Midnight X,81,Gold
PZB,5,2,2,9,56,1121.67,2432,NA,35423,S.W.A.T,100,Bronze
PZC,5,3,2,21,68,3739.41,550.34,NA,0,,,
PZD,2,3,2,11,101,2453.67,1599.67,NS,0,,,
PZE,2,4,2,26,118,2083.83,1687.67,NA,10739,The Next Level - Forge,85,Diamond
PZF,7,4,1,29,26,5953.62,352.22,NA,15547,Anarchist of Torn,47,Silver
PZG,6,3,2,16,56,5639.71,2609.34,NA,23952,Midnight Plague,74,Platinum
QAB,4,2,2,9,66,1275.58,2622.75,NA,0,,,
QAC,5,3,2,11,68,3995.33,571.33,NA,27458,The Black Hand: Legacy,18,Bronze
QAD,5,4,2,26,79,881,1678.67,Westworld,0,,,
QAE,2,2,2,8,84,4224,1393,NA,0,,,
QAF,7,3,1,22,23,6235.91,634,NA,39226,Samurai Uprising*,62,Silver
QAG,7,4,2,29,53,6024.22,3236,NA,0,,,
QBA,5,3,2,19,68,1693.67,644.67,NA,21665,Monarch Army of Light,97,Diamond
QBB,7,4,1,25,26,37.92,1343.71,NA,0,,,
QBC,5,3,2,22,68,3328,674.33,NA,12894,New Sith Order II,55,Silver
QBD,1,3,2,16,113,3032.67,1673.67,NS,366,Evolution,98,Diamond
QBE,5,3,2,13,68,5190.94,1472.88,NA,0,,,
QBF,7,4,1,28,26,6141.42,1290.47,NA,0,,,
QCA,4,4,2,28,92,1253,806.67,Westworld,13180,-Borealis-,17,Bronze
QCB,6,3,1,12,28,574.5,1412.84,NA,0,,,
QCC,5,2,2,6,56,2966.33,733.33,NA,0,,,
QCD,2,3,2,21,101,2221.67,1740.34,NA,9032,Wolf Pack,62,Platinum
QCE,4,1,2,5,53,4657,2200.63,NA,41853,Blood Money,81,Gold
QCF,6,3,2,16,56,634.67,2285.33,Westworld,0,,,
QCG,7,4,1,24,26,386.7,212.09,NA,14386,Blue Rock Cartel (BRC),62,Gold
QDA,4,3,2,13,79,1484.33,912.33,NA,0,,,
QDB,7,2,1,7,19,319.04,1567.79,Westworld,7093,Halos,55,Silver
QDC,5,3,2,19,68,3673,778.2,NA,0,,,
QDD,1,4,2,27,131,3688.33,1864.26,NA,0,,,
QDE,6,2,2,8,47,5776.33,1602.73,NA,12912,The House Of Retribution,76,Unranked
QDG,4,3,2,17,79,1651.78,920.3,NA,21665,Monarch Army of Light,97,Diamond
QEA,5,2,2,6,56,1016.33,1961.06,NA,0,,,
QEB,6,4,1,29,33,630.25,1728.72,Westworld,0,,,
QEC,4,3,2,14,79,3007.33,816,NA,9674,Smells like Sex,56,Platinum
QED,4,4,2,24,92,1385.67,1857,NA,33097,Occultus,88,Platinum
QEE,6,3,2,24,56,764.84,1469.85,JFK,0,,,
QEF,1,3,2,13,113,2705.56,1687.17,NA,12094,Nuclear Fusion,79,Diamond
QFA,6,4,2,25,66,762.33,2187,NA,8954,Nuclear Armageddon,95,Diamond
QFB,4,3,2,12,79,1319.54,2214.67,NA,0,,,
QFC,4,2,1,7,33,3870,846.34,NA,0,,,
QFD,3,2,2,7,75,4490,1844.67,NA,16628,Chain Reaction,97,Diamond
QFE,2,3,2,20,101,2299.17,1623.19,NA,0,,,
QFF,1,5,2,30,150,3290.01,2197.32,NS,0,,,
QFG,6,4,2,25,66,5415,506.27,NA,0,,,
QGA,5,3,1,18,34,1000.67,2346.11,NA,35423,S.W.A.T,100,Bronze
QGB,3,3,1,11,45,1988.96,2951.67,NA,0,,,
QGC,4,4,2,24,92,3209,918.33,NA,0,,,
QGD,1,2,2,9,94,3810.66,1914.65,NA,0,,,
QGE,2,3,2,18,101,2059.45,1478.61,NA,15120,Wolf Pack Next Generation,92,Gold
QGF,7,2,2,10,38,124.54,704.33,Westworld,0,,,
QGG,7,3,1,19,23,3959.09,60.79,NA,0,,,
QHA,4,3,2,18,79,1230,2696.67,NA,0,,,
QHB,3,2,2,8,75,1721.33,2512.17,NA,20465,SMTH - Phoenix Nirvana,100,Diamond
QHC,6,2,2,9,47,5629.55,956.33,NA,16053,Asylum 2.0,45,Platinum
QHD,2,3,2,21,101,4064.33,1991.33,NA,0,,,
QHE,4,3,2,18,79,1563.29,1124.14,Westworld,12863,WTF Healers,95,Gold
QHF,6,3,1,20,28,607.88,1132.38,Westworld,18477,Anonymous,80,Unranked
QIA,3,3,2,17,90,1843,2885.33,NA,0,,,
QIB,3,3,2,23,90,1810.67,2260.33,NA,0,,,
QIC,7,3,2,24,45,6087.93,1197.99,NA,41225,PT-erodactyls,35,Platinum
QID,4,2,2,11,66,4825.33,2048.33,NA,9041,PT-Calculated,95,Diamond
QIE,4,2,2,10,66,1367.37,1649.33,NA,0,,,
QIF,6,3,2,23,56,640.67,856.58,NA,14581,Project Nimbus,72,Platinum
QJA,7,2,2,8,38,45,2891,NA,7115,Republic Of Futuria,62,Platinum
QJB,4,2,2,10,66,1685.22,912.11,NA,0,,,
QJC,3,4,2,24,105,2085.03,1070.33,NA,0,,,
QJD,5,3,2,22,68,5399.33,2138,Crypto,89,Catalysis,96,Diamond
QJE,1,4,2,27,131,3308.26,1770.5,NS,0,,,
QJF,4,1,2,6,53,1358.06,2453.29,NA,0,,,
QKA,7,3,2,17,45,10,2598.67,NA,41234,Peaky CS,39,Platinum
QKB,4,3,2,18,79,2294.83,829.74,NA,25874,Imminent Apocalypse,96,Unranked
QKC,5,3,2,18,68,5303,1094.34,NA,0,,,
QKD,3,3,2,16,90,4282.67,2204.75,Crypto,0,,,
QKE,2,5,2,29,135,4065.58,1342.17,Crypto,6731,The Next Level,95,Diamond
QKF,3,2,2,11,75,1829.35,3128.58,NA,0,,,
QLA,6,3,2,11,56,726.9,2110.79,NA,0,,,
QLB,5,1,2,5,45,804.08,2586.83,NA,39549,Good Guys,50,Gold
QLC,5,2,2,10,56,5253.33,1136.67,NA,33458,SA House of Mischief,98,Platinum
QLD,2,2,2,8,84,2148,2300.66,NA,0,,,
QLE,4,3,2,14,79,3008.34,990.31,NA,10610,NPO - Strength,83,Platinum
QLF,5,3,2,22,68,867.56,2929.5,NA,16424,SMTH - HoYoverse,98,Bronze
QMA,6,1,1,6,19,441.33,1813.67,NA,37786,Halos Momentum,71,Platinum
QMB,7,2,2,7,38,96.56,3034.29,NA,0,,,
QMC,3,3,2,20,90,1615.33,1175.67,NA,12863,WTF Healers,95,Gold
QMD,2,2,2,6,84,2127.66,2354.67,NA,8336,Monarch HQ,98,Diamond
QME,6,4,2,28,66,5271.11,504.67,NA,0,,,
QMF,5,3,2,16,68,968.25,2479.58,NA,16057,Glory to Heroes,65,Platinum
QNB,7,3,1,18,23,337.33,2066.08,NA,8255,Requiem,61,Gold
QND,5,4,2,27,79,990,1213.24,Westworld,0,,,
QNE,2,3,2,19,101,4045.67,2560,NA,21368,Escensio Incursus,99,Diamond
QNF,7,3,1,17,23,4344.83,87.92,NA,0,,,
QNG,7,3,2,20,45,369.14,3128.56,NA,0,,,
QOB,7,4,1,28,26,116.2,1901.89,NA,0,,,
QOC,4,3,2,14,79,1212.33,3153,Westworld,14760,Dopeheads on Mopeds,69,Silver
QOD,3,3,2,14,90,3008.33,1188,NA,0,,,
QOE,6,4,1,28,33,729,1391,NS,0,,,
QOF,7,3,1,17,23,5883.78,63.78,NA,7818,The Box,100,Bronze
QOG,5,4,2,29,79,1118.58,1913.03,NA,0,,,
QPB,7,2,2,7,38,339.67,2574,Westworld,0,,,
QPC,4,3,2,12,79,1521.17,2947.75,NA,27902,SMTH - Concord,95,Platinum
QPD,5,3,2,22,68,5176.33,1271.33,NA,946,PT-IronHearts,97,Platinum
QPE,5,1,2,6,45,2265.67,692.67,NA,0,,,
QPF,1,4,1,26,66,2912.23,3123.5,NA,8422,Monarch Cupid,100,Diamond
QQB,5,3,2,11,68,854.59,2767.5,NA,9745,Emergency Room,84,Gold
QQC,4,3,1,15,39,1570.11,3221.32,NA,0,,,
QQD,3,4,2,29,105,1777.33,1303,NA,31764,39th Street Warriors,99,Platinum
QQE,5,2,2,7,56,2201.79,580.14,Westworld,26312,JFK - Misfits,89,Gold
QQF,7,3,1,22,23,143.95,194.53,NA,0,,,
QQG,5,3,2,14,68,1022.67,2457.33,NA,35423,S.W.A.T,100,Bronze
QRB,6,2,2,7,47,654.39,3138.33,NA,10741,SMTH - Trisolary,99,Bronze
QRC,2,2,1,6,42,2338,2323.58,NA,0,,,
QRD,3,3,2,21,90,3403.13,1304.67,Crypto,0,,,
QRE,6,3,2,17,56,2334.55,292,NA,3241,JFK,80,Diamond
QRF,7,2,1,11,19,3114.86,91.56,NA,0,,,
QRG,6,1,2,5,38,595.14,2811.67,NA,0,,,
QSB,6,3,2,17,56,575.14,2390.82,NA,0,,,
QSC,1,4,2,25,131,3042,2830,NA,27223,Stompers,97,Diamond
QSD,3,2,2,10,75,3254,1304.34,NA,0,,,
QSE,6,4,2,28,66,4325.16,372,NA,0,,,
QSF,7,3,1,24,23,3445.46,99.3,NA,1117,Ascension,51,Platinum
QSG,4,3,2,17,79,3094.95,1002.56,NA,0,,,
QTB,6,4,1,26,33,635.33,2123.51,NA,0,,,
QTC,1,3,2,12,113,3395.34,3039.22,NA,35507,The Nest,79,Gold
QTD,2,3,2,18,101,3868.88,1390,NA,10960,Wolverines Health Org,72,Unranked
QTE,5,3,2,15,68,4075.04,583.59,NA,0,,,
QTF,6,4,1,27,33,3815.88,365.94,NA,0,,,
QTG,7,2,1,7,19,16.33,1394.64,NA,0,,,
QUB,6,1,2,6,38,549.42,290.5,NA,14386,Blue Rock Cartel (BRC),62,Gold
QUC,1,2,3,8,141,3109,3269.67,NA,0,,,
QUD,5,3,2,20,68,5244.75,1412.67,NA,46442,The Resolute,100,Platinum
QUE,5,3,2,12,68,1080,931,NA,23188,Reign of Confusion,95,Unranked
QUF,6,4,1,27,33,4812.9,314.75,NA,0,,,
QUG,5,3,1,22,34,5222.72,2969.45,NA,8836,Vinerri,99,Diamond
QVB,6,4,1,27,33,458.72,383.66,NA,39788,Cerberus,82,Platinum
QVC,7,3,1,22,23,2286.42,158.3,NA,0,,,
QVD,2,3,2,23,101,3021.33,1464.67,NA,0,,,
QVE,1,2,2,6,94,2494.33,1843,NA,0,,,
QVF,7,4,1,26,26,5753.93,164.33,NA,7818,The Box,100,Bronze
QVG,3,4,2,28,105,4379.67,2558.67,NA,0,,,
QWB,7,2,1,6,19,82.42,825.75,NA,0,,,
QWC,7,4,2,26,53,2923.14,229.11,NA,7652,Alley Cats,48,Platinum
QWD,6,3,2,15,56,5814.34,1497.09,NA,0,,,
QWE,2,3,2,14,101,2297.92,1767.92,NS,0,,,
QWF,6,3,1,21,28,2210.95,450.1,Westworld,26312,JFK - Misfits,89,Gold
QWG,4,4,2,28,92,4902.33,2700,NA,0,,,
QXB,5,3,2,21,68,1091.9,2750.58,Westworld,0,,,
QXC,6,3,2,14,56,2310.33,330.33,NA,3241,JFK,80,Diamond
QXD,2,3,2,23,101,3236.24,1542.33,NA,42125,ODB,95,Diamond
QXE,4,2,2,6,66,1521.5,2131.07,NA,0,,,
QXF,5,3,1,22,34,1492.9,599.4,NA,0,,,
QXG,3,2,2,8,75,4582.17,2665.92,NA,0,,,
QYB,5,3,2,13,68,887.03,2634.09,NA,21028,Nuclear Clinic,100,Unranked
QYC,6,3,2,23,56,3736.67,412,NA,0,,,
QYD,3,5,2,30,120,1805.24,1615.47,NA,22492,Dystopia,82,Platinum
QYE,4,2,2,7,66,1499.67,2071.42,NA,40518,Monarch Optimus,66,Gold
QYF,5,4,1,25,39,2689.39,608.66,NA,0,,,
QYG,5,5,3,30,135,5295.59,2818.92,Crypto,8715,Midnight X,81,Gold
QZB,5,1,2,5,45,1093.67,2443.33,NA,35423,S.W.A.T,100,Bronze
QZC,6,3,2,20,56,3647.33,493.33,NA,0,,,
QZD,1,3,2,23,113,3028,1616,NA,0,,,
QZE,2,3,2,17,101,2023.89,1680.92,NA,10739,The Next Level - Forge,85,Diamond
QZF,7,4,1,25,26,6002.79,244.73,NA,13343,The Defiant,33,Platinum
QZG,6,3,2,22,56,5692.39,2624.25,NA,0,,,
RAB,4,1,2,5,53,1249.67,2645,NA,0,,,
RAC,5,3,2,12,68,5391.67,571.67,NA,35840,Baby Champers,97,Gold
RAD,5,4,2,24,79,930.45,1764.28,Westworld,0,,,
RAE,2,4,2,25,118,4194.92,1361.67,Crypto,0,,,
RAF,7,3,1,24,23,6234.17,728.5,NA,39226,Samurai Uprising*,62,Silver
RAG,7,3,1,11,23,6067.75,3291.06,NA,0,,,
RBA,5,3,2,15,68,1525,651.33,NA,8062,Ruthless Reborn,82,Platinum
RBB,7,2,1,6,19,13.33,1361.17,NA,0,,,
RBC,5,3,2,21,68,2296.67,669.67,Westworld,14365,JFK 2.1,100,Diamond
RBD,4,4,2,27,92,4832.11,1705.67,Crypto,5431,[Redacted],59,Platinum
RBE,5,4,2,24,79,5116.67,1396.67,NA,0,,,
RBF,7,3,1,22,23,6132.4,1359.81,NA,0,,,
RCA,5,2,2,6,56,1344.33,766,NA,10296,Retaliation,67,Platinum
RCB,6,2,1,11,23,562,1391.25,NA,0,,,
RCC,5,2,2,8,56,2995.95,701,NA,0,,,
RCD,7,1,2,6,30,5886.33,1712.28,NA,26043,War Crimes,19,Platinum
RCE,4,3,1,13,39,4801.46,2332.96,NA,48680,BlackWatch,37,Platinum
RCF,5,3,2,18,68,1036.83,2032.33,Westworld,0,,,
RCG,7,3,1,20,23,361.64,245.46,NA,39788,Cerberus,82,Platinum
RDA,4,3,2,20,79,1413.67,922.67,NA,0,,,
RDB,7,3,1,19,23,381,1568.67,Westworld,42435,Nub Army,54,Platinum
RDC,5,2,2,6,56,3736,772.33,Crypto,0,,,
RDD,4,2,2,10,66,1291.63,1770.67,NA,0,,,
RDE,6,3,2,17,56,5755.83,1572.67,NA,12912,The House Of Retribution,76,Unranked
RDF,1,3,2,20,113,3797.33,2099.33,Crypto,11581,Natural Selection III,94,Diamond
RDG,4,3,2,23,79,1369,1136.33,NA,12645,NPO - Endurance,97,Gold
REA,5,2,2,6,56,983.62,1962.67,NA,0,,,
REB,6,3,1,19,28,591.92,1760.46,Westworld,0,,,
REC,4,1,2,5,53,3013.33,805.01,NA,9674,Smells like Sex,56,Platinum
RED,3,3,2,14,90,4486.67,1817,NA,16628,Chain Reaction,97,Diamond
REE,5,4,2,28,79,927.67,1501.75,Westworld,0,,,
REF,1,4,1,25,66,2787,1849.09,NA,12893,Darkline,86,Diamond
RFA,5,3,2,12,68,918.98,2169.38,Westworld,13851,Nuclear Therapy,98,Platinum
RFB,4,3,2,18,79,1300.73,2177.17,NA,0,,,
RFC,4,2,2,9,66,3908,862.33,NA,0,,,
RFD,3,2,2,6,75,4514.29,1864.33,NA,9689,Deja,87,Platinum
RFE,2,2,2,8,84,2258.27,1578.42,NA,0,,,
RFF,1,5,1,30,75,3261.75,1925.92,Crypto,0,,,
RFG,7,4,2,26,53,3706.29,120.33,NA,0,,,
RGA,5,2,2,8,56,867.71,2322.67,NA,13851,Nuclear Therapy,98,Platinum
RGB,2,3,2,16,101,2017.99,2883.25,NA,7709,Vulpes Vulpes,96,Diamond
RGC,4,2,2,8,66,3190.67,907.39,NA,0,,,
RGD,1,1,1,5,38,3842.98,1904.91,NA,0,,,
RGE,2,1,1,6,34,2113.29,1515.92,NA,15120,Wolf Pack Next Generation,92,Gold
RGF,7,2,2,9,38,182.31,844,Westworld,0,,,
RGG,7,3,1,22,23,3817.07,24.21,NA,0,,,
RHA,7,2,2,7,38,339.33,2627.64,Westworld,0,,,
RHB,3,3,2,13,90,1769.25,2525.52,NA,40775,WarDogs HQ,86,Platinum
RHC,4,5,2,30,105,2249,1000.67,NA,29865,WTF Ducks,97,Platinum
RHD,2,3,2,18,101,3876.01,1969.67,NA,0,,,
RHE,3,3,2,17,90,1650.74,1248.41,NA,12863,WTF Healers,95,Gold
RHF,6,5,3,30,113,420.78,766,Westworld,40774,Pennywise Clown Posse,91,Gold
RIA,6,3,2,18,56,471.15,2880.33,Westworld,0,,,
RIB,3,3,2,17,90,1848.92,2259.17,NA,0,,,
RIC,7,4,2,24,53,6103.13,1022.67,NA,46708,The Revenant,95,Gold
RID,5,4,2,24,79,5436.67,2071.67,Crypto,89,Catalysis,96,Diamond
RIE,4,3,2,12,79,1404.67,1713,NA,0,,,
RIF,6,3,1,19,28,714.89,856.67,NA,14581,Project Nimbus,72,Platinum
RJA,7,3,2,11,45,107.06,2891.33,NA,30584,Disorderly Conduct,28,Platinum
RJB,4,2,2,11,66,1731.55,913.11,NA,0,,,
RJC,4,3,2,16,79,3605.33,1049.33,NA,0,,,
RJD,2,4,2,24,118,2029.33,2155.33,Westworld,8336,Monarch HQ,98,Diamond
RJE,2,4,2,26,118,2698.67,1501.67,NA,0,,,
RJF,3,3,2,12,90,1760.99,2415.29,NA,0,,,
RKA,7,2,2,6,38,17.67,2571.91,NA,0,,,
RKB,4,3,2,14,79,1963.45,872.45,NA,25874,Imminent Apocalypse,96,Unranked
RKC,3,3,2,13,90,2418.33,1095.66,NA,0,,,
RKD,2,3,2,17,101,2112.33,2222.67,Westworld,0,,,
RKE,3,3,2,12,90,4086.67,1311.42,NA,6731,The Next Level,95,Diamond
RKF,4,2,2,9,66,1407.33,2686.67,NA,0,,,
RLA,6,2,2,11,47,713.03,2063.04,NA,0,,,
RLB,6,3,2,14,56,793.42,2612.73,NA,17133,Torn Medical,95,Silver
RLC,6,2,2,8,47,5498,1138.46,NA,946,PT-IronHearts,97,Platinum
RLD,4,3,2,14,79,1570.17,2314.33,NA,0,,,
RLE,4,2,2,10,66,3414.67,949,NA,9110,Siege,73,Platinum
RLF,6,3,2,22,56,787.58,2929.67,NA,14633,SMTH - Hermit Sage,99,Bronze
RMA,6,3,1,14,28,452.67,1829.74,NA,17924,The Brotherhood of Light,44,Bronze
RMB,7,3,2,22,45,166.11,3046.93,NA,0,,,
RMC,3,3,2,11,90,1660.02,1168.34,NA,12863,WTF Healers,95,Gold
RMD,2,3,2,24,101,2088.63,2394.67,NA,8336,Monarch HQ,98,Diamond
RME,5,3,3,23,101,5216.51,579.11,NA,0,,,
RMF,5,3,2,22,68,894.75,2482.33,NA,16057,Glory to Heroes,65,Platinum
RNB,7,3,1,13,23,370.42,2132.5,NA,48640,Phoenix Ascent,46,Gold
RND,3,3,2,13,90,3696,1195.76,Crypto,0,,,
RNE,2,4,2,27,118,3941.75,2593.33,NA,6974,Onion Smugglers,98,Platinum
RNF,7,3,1,12,23,4453.23,13.17,NA,0,,,
RNG,7,3,2,20,45,304.2,3106.46,NA,0,,,
ROB,7,3,1,13,23,86.78,1958.25,NA,0,,,
ROC,4,3,2,19,79,1323.55,3144.22,Westworld,14760,Dopeheads on Mopeds,69,Silver
ROD,3,2,2,7,75,3011.67,1214,NA,0,,,
ROE,6,3,2,18,56,5838.22,1401.33,NA,0,,,
ROF,7,2,1,11,19,5910.67,45.89,NA,7818,The Box,100,Bronze
ROG,5,4,2,25,79,1131.92,1869.06,NA,0,,,
RPB,7,2,2,9,38,256,2679,Westworld,0,,,
RPC,4,2,2,7,66,1497.49,2886.46,NA,27902,SMTH - Concord,95,Platinum
RPD,3,2,2,9,75,3057.33,1210.34,NA,14052,NPO - Serenity,54,Bronze
RPE,5,2,2,9,56,2246.65,727.94,NA,0,,,
RPF,1,3,1,24,56,3251.03,3264.92,NA,8422,Monarch Cupid,100,Diamond
RQB,6,2,2,10,47,738,2795.34,NA,21028,Nuclear Clinic,100,Unranked
RQC,4,3,1,14,39,1528.57,3272.33,NA,0,,,
RQD,5,3,2,22,68,5306,1284.67,NA,41768,Aces Elite,92,Platinum
RQE,5,5,1,30,45,2336.14,622.57,Westworld,14365,JFK 2.1,100,Diamond
RQF,7,3,1,22,23,104.16,143.95,NA,0,,,
RQG,4,3,2,23,79,1283.25,2778.84,Westworld,10818,Lex Wolverines,88,Platinum
RRC,2,3,1,19,51,2105.31,2521.75,NA,0,,,
RRD,3,3,2,12,90,3527.67,1299.33,NA,0,,,
RRE,6,3,2,17,56,2502.78,343.44,NA,9953,The Drunk Tank,64,Platinum
RRF,7,4,1,27,26,3060.41,56.96,Westworld,6924,JFR,92,Unranked
RRG,6,1,2,5,38,605.78,2811.67,NA,0,,,
RSB,6,3,2,22,56,547.22,2346.64,Westworld,0,,,
RSC,1,3,2,18,113,3199.2,2828.32,NA,13784,WarBirds,77,Diamond
RSD,3,2,2,8,75,3243.67,1325,NA,0,,,
RSE,6,3,2,17,56,4356.97,354.87,NA,0,,,
RSF,7,3,1,18,23,3575.26,32.26,NA,1117,Ascension,51,Platinum
RTB,6,4,2,26,66,640.19,2197.77,NA,0,,,
RTC,1,3,2,16,113,3366.33,3012.11,NA,35507,The Nest,79,Gold
RTD,2,3,2,23,101,3379,1393,NA,13502,Dead or Alive,94,Platinum
RTE,6,4,2,27,66,4295.75,530.04,NA,0,,,
RTF,6,4,2,28,66,3954.99,379.09,NA,0,,,
RTG,7,3,1,22,23,25.88,1471.06,NA,0,,,
RUB,6,2,2,10,47,512.83,274.92,NA,14386,Blue Rock Cartel (BRC),62,Gold
RUC,1,2,2,6,94,3121.8,3276.67,NA,0,,,
RUD,6,3,2,16,56,5534.67,1415.67,NA,41768,Aces Elite,92,Platinum
RUE,5,2,2,8,56,1068.67,974.67,NA,23188,Reign of Confusion,95,Unranked
RUF,6,4,1,28,33,2432.5,327.67,NA,0,,,
RUG,5,4,1,27,39,5310.33,2959.14,NA,8836,Vinerri,99,Diamond
RVB,6,4,2,25,66,533.45,466.54,NA,10140,In Memory of the Fallen,81,Platinum
RVC,7,3,1,23,23,2165.43,24.24,NA,0,,,
RVD,5,4,1,26,39,5276.67,1459.17,NA,0,,,
RVE,1,3,2,12,113,2505.13,1876.66,NA,12094,Nuclear Fusion,79,Diamond
RVF,7,4,1,27,26,5662.52,183.33,NA,2736,Itsi Bitsi Bikini,94,Platinum
RVG,4,2,2,10,66,5034.67,2534.67,NA,26154,The Rifle Medics,98,Unranked
RWB,7,2,1,10,19,34.17,846.79,NA,0,,,
RWC,7,4,2,28,53,2854.15,190.04,NA,7652,Alley Cats,48,Platinum
RWD,2,2,2,8,84,3227.33,1464.33,NS,0,,,
RWE,2,4,2,24,118,2077.33,2340.67,NA,0,,,
RWF,6,3,1,20,28,2290.12,518.73,Westworld,26312,JFK - Misfits,89,Gold
RWG,5,4,2,25,79,5090.33,2676.91,NA,0,,,
RXB,5,3,2,13,68,1129.5,2719.54,Westworld,0,,,
RXC,6,4,2,28,66,2723.45,462.36,NA,35776,IA Black,50,Platinum
RXD,3,3,2,16,90,4577.31,1537.33,Crypto,478,PT-ShadowRazers,90,Diamond
RXE,4,1,1,6,26,1487.67,2106.33,NA,0,,,
RXF,5,3,1,21,34,1327.38,613.35,NA,0,,,
RXG,3,5,3,30,180,4491.42,2408.42,NA,0,,,
RYB,5,3,2,18,68,1060.08,2649.5,Westworld,9745,Emergency Room,84,Gold
RYC,6,3,2,14,56,4381.62,396.49,NA,0,,,
RYD,2,4,2,26,118,4158.11,1581,Crypto,16312,39th Street Killers X,98,Diamond
RYE,4,5,2,30,105,1387.09,2028.33,NA,33097,Occultus,88,Platinum
RYF,5,4,1,26,39,2591.32,599.97,NA,0,,,
RYG,5,4,3,28,118,5125.25,2907.96,NA,8715,Midnight X,81,Gold
RZB,5,2,1,6,28,1094.33,2420.67,NA,0,,,
RZC,5,3,2,22,68,3782,580,NA,0,,,
RZD,1,4,2,28,131,3096.67,1613.33,NA,0,,,
RZE,2,3,2,16,101,2036.92,1629.67,NA,10739,The Next Level - Forge,85,Diamond
RZF,7,3,1,22,23,6021.64,292.75,NA,15547,Anarchist of Torn,47,Silver
RZG,5,5,3,30,135,5332.03,2415.01,Crypto,0,,,
SAB,5,3,2,13,68,1198.75,2648.75,NA,0,,,
SAC,5,2,2,9,56,4065.76,565,NA,27458,The Black Hand: Legacy,18,Bronze
SAD,5,3,2,12,68,1123.17,1653.13,NA,0,,,
SAE,2,3,2,21,101,4126.16,1331.42,Crypto,0,,,
SAF,7,4,1,29,26,6118.29,802.93,NA,46708,The Revenant,95,Gold
SAG,7,4,2,29,53,5951.67,3258.66,NA,0,,,
SBA,5,4,2,28,79,1394.67,645.08,NA,8062,Ruthless Reborn,82,Platinum
SBB,7,3,1,21,23,116.25,1335.33,NA,0,,,
SBC,5,3,2,23,68,3658.62,687.24,NA,22680,39th Street Chillers,94,Silver
SBD,1,3,2,18,113,2535.33,1693.67,NS,8085,Nuclear Blast,90,Platinum
SBE,4,3,2,18,79,4985.55,1366.14,NA,0,,,
SBF,7,4,1,29,26,6214.08,1284.75,NA,0,,,
SCA,4,3,1,19,39,1345.33,809.84,NA,10296,Retaliation,67,Platinum
SCB,6,3,1,17,28,546.67,1362.46,NA,0,,,
SCC,5,3,2,23,68,3895.33,733.53,Crypto,0,,,
SCD,7,1,2,5,30,5876.68,1719,NA,0,,,
SCE,4,5,3,30,158,4844.17,2285.08,Crypto,7197,HeLa,86,Unranked
SCF,6,2,2,10,47,722.33,2282,NA,0,,,
SCG,7,4,1,28,26,426.18,118.79,NA,14386,Blue Rock Cartel (BRC),62,Gold
SDA,4,3,2,16,79,1571.83,933.01,NA,0,,,
SDB,7,3,1,15,23,379.58,1516.5,NA,42435,Nub Army,54,Platinum
SDC,5,2,2,7,56,3877.67,753.33,NA,25001,The Red Knights,96,Platinum
SDD,2,4,2,24,118,2035.33,1786,NA,0,,,
SDE,7,2,2,6,38,5863.53,1400.25,NA,16247,Capacity X,60,Platinum
SDF,1,4,1,25,66,3595.14,2175.56,Crypto,46666,Fluffy Kittens Inc.,42,Platinum
SDG,4,4,2,24,92,1344.67,1172.67,Westworld,12645,NPO - Endurance,97,Gold
SEA,5,3,2,11,68,1152.33,1991.15,NA,0,,,
SEB,6,3,1,14,28,622.31,1779.41,Westworld,0,,,
